City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Bengaluru,2016-09-27,17.1,4.98,30.5,0.0,0.64,4.07,14.12,85.0,Satisfactory
Bengaluru,2016-09-28,46.14,5.1,26.83,18.81,1.08,5.66,14.51,83.0,Satisfactory
Bengaluru,2016-09-29,55.24,5.51,26.2,25.54,1.13,4.08,15.05,114.0,Moderate
Bengaluru,2016-09-30,75.42,3.75,17.34,6.51,0.46,4.5,31.09,150.0,Moderate
Bengaluru,2016-10-01,65.16,8.31,22.49,4.41,0.51,4.53,30.46,124.0,Moderate
Bengaluru,2016-10-02,30.97,14.91,30.02,0.0,0.61,4.77,30.46,104.0,Moderate
Bengaluru,2016-10-03,30.97,12.34,29.19,0.0,0.51,4.42,30.46,114.0,Moderate
Bengaluru,2016-10-04,70.57,7.54,24.24,6.39,0.49,4.57,30.46,111.0,Moderate
Bengaluru,2016-10-05,69.14,10.26,20.54,4.73,1.45,8.5,30.46,101.0,Moderate
Bengaluru,2016-10-06,54.75,8.6,20.33,7.29,0.55,10.84,30.46,89.0,Satisfactory
Bengaluru,2016-10-07,41.7,11.37,24.67,5.86,0.73,4.57,30.46,103.0,Moderate
Bengaluru,2016-10-08,27.31,10.57,25.65,5.49,0.56,4.59,23.0,91.0,Satisfactory
Bengaluru,2016-10-09,13.51,7.51,27.68,3.9,1.11,4.26,15.26,83.0,Satisfactory
Bengaluru,2016-10-10,18.96,6.87,26.66,4.02,0.85,4.12,14.68,129.0,Moderate
Bengaluru,2016-10-11,14.61,6.43,24.16,5.29,0.73,3.97,15.67,78.0,Satisfactory
Bengaluru,2016-10-12,21.3,9.64,28.0,4.89,1.08,4.5,15.17,75.0,Satisfactory
Bengaluru,2016-10-13,25.15,14.37,31.42,4.02,1.97,3.65,12.04,141.0,Moderate
Bengaluru,2016-10-14,24.23,9.0,25.35,6.19,0.51,4.65,13.14,69.0,Satisfactory
Bengaluru,2016-10-15,35.18,18.71,39.16,3.44,0.2,4.22,21.95,58.0,Satisfactory
Bengaluru,2016-10-16,32.41,20.35,47.09,0.0,0.0,7.07,23.11,73.0,Satisfactory
Bengaluru,2016-10-17,56.36,16.27,38.07,6.79,0.52,6.24,4.68,85.0,Satisfactory
Bengaluru,2016-10-18,53.43,15.26,33.94,7.55,0.73,7.21,30.46,183.0,Moderate
Bengaluru,2016-10-19,44.05,17.12,35.85,0.0,0.0,6.02,41.74,85.0,Satisfactory
Bengaluru,2016-10-20,62.36,16.5,38.24,3.31,0.37,6.46,23.58,75.0,Satisfactory
Bengaluru,2016-10-21,62.74,16.25,35.42,9.55,1.12,8.07,23.86,132.0,Moderate
Bengaluru,2016-10-22,97.17,15.42,33.75,9.13,0.75,10.52,10.54,176.0,Moderate
Bengaluru,2016-10-23,67.85,17.7,38.05,8.52,1.2,7.36,31.08,184.0,Moderate
Bengaluru,2016-10-24,58.78,17.97,41.96,6.73,1.18,9.87,22.16,127.0,Moderate
Bengaluru,2016-10-25,80.99,14.17,36.1,11.88,1.64,8.46,22.28,163.0,Moderate
Bengaluru,2016-10-26,68.17,8.27,44.78,18.86,1.16,4.9,25.13,164.0,Moderate
Bengaluru,2016-10-27,59.61,8.04,46.57,16.72,0.83,4.28,29.54,132.0,Moderate
Bengaluru,2016-10-28,62.38,12.29,46.43,15.06,0.8,9.04,44.86,116.0,Moderate
Bengaluru,2016-10-29,78.74,10.07,44.4,13.2,3.1,4.31,45.04,174.0,Moderate
Bengaluru,2016-10-30,60.79,9.82,38.53,10.08,2.97,3.75,23.8,188.0,Moderate
Bengaluru,2016-10-31,36.92,13.39,34.8,6.17,0.55,4.92,21.69,88.0,Satisfactory
Bengaluru,2016-11-01,21.2,3.94,30.89,4.5,0.28,5.34,16.2,51.0,Satisfactory
Bengaluru,2016-11-02,31.26,16.42,39.54,3.64,0.42,3.29,26.39,57.0,Satisfactory
Bengaluru,2016-11-03,34.79,22.62,41.17,7.45,1.37,2.49,25.26,82.0,Satisfactory
Bengaluru,2016-11-04,55.92,12.26,37.52,14.38,0.85,4.84,30.68,88.0,Satisfactory
Bengaluru,2016-11-05,55.03,8.25,29.98,0.0,1.16,4.69,34.67,111.0,Moderate
Bengaluru,2016-11-06,41.23,2.8,27.4,0.0,0.7,3.85,37.6,90.0,Satisfactory
Bengaluru,2016-11-07,43.91,3.56,31.23,0.0,0.83,2.83,36.94,78.0,Satisfactory
Bengaluru,2016-11-08,52.08,8.9,32.63,6.48,0.83,6.29,37.14,94.0,Satisfactory
Bengaluru,2016-11-09,46.94,7.62,28.38,0.0,0.62,5.16,46.92,95.0,Satisfactory
Bengaluru,2016-11-10,49.03,8.22,30.8,0.0,0.76,6.34,62.56,112.0,Moderate
Bengaluru,2016-11-11,57.78,10.46,41.03,0.0,0.73,7.64,71.14,124.0,Moderate
Bengaluru,2016-11-12,52.72,7.61,37.57,0.0,0.72,8.28,77.53,122.0,Moderate
Bengaluru,2016-11-13,38.42,10.83,38.81,0.0,0.63,4.93,57.77,99.0,Satisfactory
Bengaluru,2016-11-14,29.96,10.55,36.67,0.0,0.37,5.26,14.2,44.0,Good
Bengaluru,2016-11-15,27.64,7.72,25.66,0.0,0.91,5.02,15.65,38.0,Good
Bengaluru,2016-11-16,35.8,10.26,25.46,0.0,1.9,5.08,22.33,102.0,Moderate
Bengaluru,2016-11-17,40.13,11.92,34.52,0.0,0.99,2.97,48.83,189.0,Moderate
Bengaluru,2016-11-18,43.6,8.35,30.86,0.0,0.57,2.5,56.67,101.0,Moderate
Bengaluru,2016-11-19,48.93,3.22,26.23,0.0,0.62,2.78,45.24,86.0,Satisfactory
Bengaluru,2016-11-20,42.21,4.16,38.1,0.0,0.46,2.34,49.29,95.0,Satisfactory
Bengaluru,2016-11-21,102.01,14.76,44.31,0.0,0.69,3.9,44.48,120.0,Moderate
Bengaluru,2016-11-22,91.6,9.41,31.76,0.0,3.0,7.56,16.37,101.0,Moderate
Bengaluru,2016-11-23,47.76,10.82,39.92,0.0,2.6,6.66,33.28,335.0,Very Poor
Bengaluru,2016-11-24,86.62,9.06,32.55,0.0,1.05,4.88,46.95,140.0,Moderate
Bengaluru,2016-11-25,46.12,12.75,33.94,0.0,1.22,4.01,43.76,133.0,Moderate
Bengaluru,2016-11-26,46.87,14.9,36.46,0.0,0.89,3.63,38.04,113.0,Moderate
Bengaluru,2016-11-27,53.71,17.18,37.49,0.0,0.85,3.52,35.33,117.0,Moderate
Bengaluru,2016-11-28,49.9,15.78,38.97,0.0,0.67,6.79,26.27,124.0,Moderate
Bengaluru,2016-11-29,59.3,11.64,37.55,0.0,0.81,11.63,31.34,120.0,Moderate
Bengaluru,2016-11-30,49.69,9.74,31.49,0.0,1.88,5.34,28.52,160.0,Moderate
Bengaluru,2016-12-01,45.84,12.77,26.72,0.0,0.87,4.93,39.83,114.0,Moderate
Bengaluru,2016-12-02,22.14,10.95,26.06,0.0,0.72,3.55,20.83,103.0,Moderate
Bengaluru,2016-12-03,18.3,14.52,30.35,0.0,0.82,4.06,11.42,67.0,Satisfactory
Bengaluru,2016-12-04,24.44,10.4,23.2,0.0,1.66,3.15,8.61,125.0,Moderate
Bengaluru,2016-12-05,23.63,14.4,30.2,0.0,2.95,4.43,9.8,209.0,Poor
Bengaluru,2016-12-06,36.97,14.79,44.45,0.0,1.7,3.0,15.37,200.0,Moderate
Bengaluru,2016-12-07,40.72,14.55,44.74,0.0,0.65,3.63,20.32,101.0,Moderate
Bengaluru,2016-12-08,32.59,15.8,43.67,0.0,0.69,5.58,16.42,85.0,Satisfactory
Bengaluru,2016-12-09,44.96,10.65,40.56,0.0,1.19,6.68,13.5,163.0,Moderate
Bengaluru,2016-12-10,30.37,7.35,37.24,0.0,0.46,3.47,6.73,75.0,Satisfactory
Bengaluru,2016-12-11,24.98,10.07,42.15,0.0,1.76,8.15,8.43,132.0,Moderate
Bengaluru,2016-12-12,42.19,4.07,25.22,0.0,1.46,6.85,22.58,119.0,Moderate
Bengaluru,2016-12-13,204.25,1.55,22.25,0.0,0.97,7.88,18.31,342.0,Very Poor
Bengaluru,2016-12-14,30.72,8.36,23.41,0.0,0.54,2.62,22.5,104.0,Moderate
Bengaluru,2016-12-15,28.47,14.16,37.05,0.0,1.15,3.72,12.13,93.0,Satisfactory
Bengaluru,2016-12-16,34.57,14.64,37.38,0.0,1.39,4.25,7.08,134.0,Moderate
Bengaluru,2016-12-17,36.97,8.67,38.93,0.0,1.63,4.35,13.37,103.0,Moderate
Bengaluru,2016-12-18,35.21,7.48,40.15,0.0,0.79,4.81,26.23,90.0,Satisfactory
Bengaluru,2016-12-19,37.8,8.19,40.9,0.0,0.73,4.27,25.9,97.0,Satisfactory
Bengaluru,2016-12-20,19.09,6.35,35.67,0.0,0.71,3.75,18.88,93.0,Satisfactory
Bengaluru,2016-12-21,19.68,6.17,24.18,0.0,0.46,4.19,16.53,74.0,Satisfactory
Bengaluru,2016-12-22,39.64,7.26,30.67,0.0,0.28,4.74,28.61,75.0,Satisfactory
Bengaluru,2016-12-23,43.67,15.23,72.51,0.0,0.74,7.81,37.75,100.0,Satisfactory
Bengaluru,2016-12-24,57.79,14.19,79.24,0.0,0.62,7.79,11.26,112.0,Moderate
Bengaluru,2016-12-25,39.11,5.4,46.39,0.0,0.71,4.93,52.62,114.0,Moderate
Bengaluru,2016-12-26,34.02,7.15,49.47,0.0,0.84,5.17,34.44,104.0,Moderate
Bengaluru,2016-12-27,53.5,5.22,41.33,0.0,0.7,7.04,23.74,90.0,Satisfactory
Bengaluru,2016-12-28,38.53,2.34,20.7,0.0,0.2,4.32,17.27,84.0,Satisfactory
Bengaluru,2016-12-29,44.9,7.43,30.07,0.0,0.46,5.6,30.46,76.0,Satisfactory
Bengaluru,2016-12-30,54.65,9.58,44.47,0.0,0.57,5.58,30.46,93.0,Satisfactory
Bengaluru,2016-12-31,40.96,9.9,47.25,0.0,0.74,4.92,41.16,106.0,Moderate
Bengaluru,2017-01-01,20.13,7.33,42.34,0.0,0.77,4.8,25.9,88.0,Satisfactory
Bengaluru,2017-01-02,19.61,8.81,40.94,0.0,0.68,4.93,29.95,83.0,Satisfactory
Bengaluru,2017-01-03,26.66,9.8,49.02,0.0,0.74,4.95,31.55,87.0,Satisfactory
Bengaluru,2017-01-04,36.93,6.9,38.48,0.0,0.76,4.58,39.09,91.0,Satisfactory
Bengaluru,2017-01-05,36.09,7.03,36.01,0.0,0.63,4.57,35.78,85.0,Satisfactory
Bengaluru,2017-01-06,41.53,7.88,39.13,0.0,0.59,4.32,39.95,88.0,Satisfactory
Bengaluru,2017-01-07,47.48,7.12,40.87,0.0,0.79,5.57,43.82,106.0,Moderate
Bengaluru,2017-01-08,37.61,4.72,33.21,0.0,0.67,4.83,39.25,95.0,Satisfactory
Bengaluru,2017-01-09,43.11,8.29,44.61,0.0,0.86,8.12,38.14,87.0,Satisfactory
Bengaluru,2017-01-10,74.1,4.58,37.38,0.0,0.61,5.51,59.48,130.0,Moderate
Bengaluru,2017-01-11,42.42,6.56,47.35,0.0,1.02,5.96,56.92,132.0,Moderate
Bengaluru,2017-01-12,24.26,7.53,44.12,0.0,0.68,3.72,52.42,110.0,Moderate
Bengaluru,2017-01-13,31.22,4.05,26.86,0.0,0.55,3.67,50.8,91.0,Satisfactory
Bengaluru,2017-01-14,29.21,2.03,13.26,0.0,0.0,3.29,63.14,78.0,Satisfactory
Bengaluru,2017-01-15,26.3,1.37,11.83,0.0,0.0,3.07,58.37,71.0,Satisfactory
Bengaluru,2017-01-16,31.65,7.04,34.1,0.0,0.53,5.25,53.3,66.0,Satisfactory
Bengaluru,2017-01-17,37.02,9.83,52.33,0.0,1.3,7.6,30.46,94.0,Satisfactory
Bengaluru,2017-01-18,39.68,7.37,47.26,0.0,0.67,6.18,30.46,117.0,Moderate
Bengaluru,2017-01-19,31.59,10.26,42.72,0.0,1.03,5.81,30.46,87.0,Satisfactory
Bengaluru,2017-01-20,39.92,11.78,47.16,0.0,0.6,5.54,30.46,85.0,Satisfactory
Bengaluru,2017-01-21,40.34,16.09,67.51,0.0,0.61,6.9,30.46,98.0,Satisfactory
Bengaluru,2017-01-22,30.97,17.23,76.4,0.0,0.58,7.09,30.46,98.0,Satisfactory
Bengaluru,2017-01-23,49.45,16.15,67.63,0.0,0.71,6.9,30.46,111.0,Moderate
Bengaluru,2017-01-24,41.55,8.58,45.39,0.0,5.28,6.23,51.39,100.0,Satisfactory
Bengaluru,2017-01-25,34.96,7.97,41.5,0.0,6.42,4.81,49.67,168.0,Moderate
Bengaluru,2017-01-26,27.04,5.55,28.01,0.0,7.32,3.67,47.81,182.0,Moderate
Bengaluru,2017-01-27,23.36,12.36,46.38,0.0,8.19,5.81,19.01,174.0,Moderate
Bengaluru,2017-01-28,10.26,12.63,63.82,0.0,7.67,5.34,20.22,210.0,Poor
Bengaluru,2017-01-29,6.8,8.71,39.99,0.0,6.65,4.24,17.63,214.0,Poor
Bengaluru,2017-01-30,31.79,10.38,40.89,0.0,7.54,4.51,34.35,230.0,Poor
Bengaluru,2017-01-31,37.81,6.94,40.55,0.0,1.55,7.85,47.14,97.0,Satisfactory
Bengaluru,2017-02-01,27.42,8.06,43.93,0.0,1.87,8.57,39.53,101.0,Moderate
Bengaluru,2017-02-02,49.35,8.73,58.2,0.0,6.34,5.18,72.53,94.0,Satisfactory
Bengaluru,2017-02-03,32.16,5.83,43.39,0.0,15.93,3.37,50.44,207.0,Poor
Bengaluru,2017-02-04,32.08,1.54,19.23,0.0,14.89,3.34,60.82,270.0,Poor
Bengaluru,2017-02-05,29.93,1.63,19.93,0.0,11.68,2.93,58.61,269.0,Poor
Bengaluru,2017-02-06,32.73,7.98,45.2,0.0,15.22,4.71,60.34,273.0,Poor
Bengaluru,2017-02-07,43.1,10.78,64.19,0.0,12.47,6.59,65.58,238.0,Poor
Bengaluru,2017-02-08,41.94,6.83,45.34,0.0,9.04,7.24,64.64,200.0,Moderate
Bengaluru,2017-02-09,38.04,6.81,45.51,0.0,0.58,6.22,12.28,69.0,Satisfactory
Bengaluru,2017-02-10,36.09,6.31,41.63,0.0,0.66,7.38,13.96,77.0,Satisfactory
Bengaluru,2017-02-11,29.54,8.73,51.47,0.0,1.01,5.61,41.88,109.0,Moderate
Bengaluru,2017-02-12,27.65,10.35,57.48,0.0,0.68,5.79,43.53,80.0,Satisfactory
Bengaluru,2017-02-13,30.98,9.51,44.34,0.0,0.5,5.43,30.46,59.0,Satisfactory
Bengaluru,2017-02-14,34.94,8.05,49.0,0.0,0.87,5.9,30.46,71.0,Satisfactory
Bengaluru,2017-02-15,40.41,11.32,64.96,0.0,1.08,8.65,30.46,83.0,Satisfactory
Bengaluru,2017-02-16,34.8,11.7,70.5,0.0,1.25,7.73,30.46,83.0,Satisfactory
Bengaluru,2017-02-17,47.98,9.36,70.87,0.0,1.4,10.26,30.46,95.0,Satisfactory
Bengaluru,2017-02-18,47.56,12.85,80.24,0.0,1.08,9.22,30.46,96.0,Satisfactory
Bengaluru,2017-02-19,41.4,17.34,102.78,0.0,1.13,8.57,30.46,92.0,Satisfactory
Bengaluru,2017-02-20,53.85,21.36,95.12,0.0,1.14,10.75,30.46,90.0,Satisfactory
Bengaluru,2017-02-21,52.93,17.53,75.14,0.0,0.86,9.32,30.46,104.0,Moderate
Bengaluru,2017-02-22,42.13,9.87,51.89,0.0,1.11,17.04,66.01,106.0,Moderate
Bengaluru,2017-02-23,44.09,13.23,49.76,0.0,0.38,9.22,45.32,99.0,Satisfactory
Bengaluru,2017-02-24,42.73,10.08,47.21,0.0,0.4,9.04,21.94,83.0,Satisfactory
Bengaluru,2017-02-25,40.96,8.08,35.46,0.0,0.34,7.42,19.64,75.0,Satisfactory
Bengaluru,2017-02-26,35.66,7.38,32.39,0.0,0.39,7.69,34.75,73.0,Satisfactory
Bengaluru,2017-02-27,37.55,8.72,38.99,0.0,0.46,7.0,25.64,70.0,Satisfactory
Bengaluru,2017-02-28,31.19,8.91,43.09,0.0,0.46,6.84,27.08,71.0,Satisfactory
Bengaluru,2017-03-01,39.98,28.97,72.79,0.0,0.36,6.83,32.88,71.0,Satisfactory
Bengaluru,2017-03-02,36.36,14.27,51.16,0.0,0.38,6.54,22.95,75.0,Satisfactory
Bengaluru,2017-03-03,29.87,8.12,40.71,0.0,1.01,6.43,22.65,104.0,Moderate
Bengaluru,2017-03-04,28.41,11.64,41.35,0.0,0.53,8.16,13.85,57.0,Satisfactory
Bengaluru,2017-03-05,23.15,5.99,25.6,0.0,0.39,7.12,20.8,59.0,Satisfactory
Bengaluru,2017-03-06,26.67,6.52,29.12,0.0,0.35,6.61,19.79,54.0,Satisfactory
Bengaluru,2017-03-07,27.87,9.75,38.6,0.0,0.35,5.4,25.64,59.0,Satisfactory
Bengaluru,2017-03-08,31.78,9.48,41.89,0.0,0.79,8.94,29.59,102.0,Moderate
Bengaluru,2017-03-09,32.53,7.46,38.79,0.0,0.35,6.8,16.07,72.0,Satisfactory
Bengaluru,2017-03-10,29.4,5.62,22.5,0.0,0.21,5.47,29.37,66.0,Satisfactory
Bengaluru,2017-03-11,28.94,6.79,25.81,0.0,0.22,5.57,26.56,56.0,Satisfactory
Bengaluru,2017-03-12,27.07,7.54,28.21,0.0,0.13,5.54,30.11,66.0,Satisfactory
Bengaluru,2017-03-13,42.64,6.48,26.88,0.0,0.26,6.36,19.9,55.0,Satisfactory
Bengaluru,2017-03-14,21.93,7.72,25.17,0.0,0.46,3.91,11.13,69.0,Satisfactory
Bengaluru,2017-03-15,17.99,7.98,23.84,0.0,0.28,4.61,8.93,44.0,Good
Bengaluru,2017-03-16,27.59,11.33,23.73,0.0,0.21,4.77,28.92,54.0,Satisfactory
Bengaluru,2017-03-17,39.28,6.33,30.51,0.0,0.16,4.14,47.72,98.0,Satisfactory
Bengaluru,2017-03-18,32.33,6.96,30.75,0.0,0.78,7.59,66.57,99.0,Satisfactory
Bengaluru,2017-03-19,32.31,4.96,21.08,0.0,0.2,5.33,57.26,95.0,Satisfactory
Bengaluru,2017-03-20,38.73,6.29,29.11,0.0,0.3,4.51,60.19,87.0,Satisfactory
Bengaluru,2017-03-21,36.42,6.75,30.76,0.0,0.48,5.53,42.51,83.0,Satisfactory
Bengaluru,2017-03-22,43.96,6.52,32.28,0.0,0.55,6.87,36.22,74.0,Satisfactory
Bengaluru,2017-03-23,44.26,8.71,41.3,0.0,0.68,8.28,42.18,89.0,Satisfactory
Bengaluru,2017-03-24,67.75,7.38,39.52,0.0,0.48,7.14,43.89,140.0,Moderate
Bengaluru,2017-03-25,47.51,11.76,40.07,0.0,0.56,9.41,52.37,104.0,Moderate
Bengaluru,2017-03-26,53.63,7.44,35.29,0.0,0.3,12.82,68.34,99.0,Satisfactory
Bengaluru,2017-03-27,40.42,5.59,27.16,0.0,0.13,3.65,45.77,90.0,Satisfactory
Bengaluru,2017-03-28,55.94,4.71,30.4,0.0,0.25,4.77,40.7,82.0,Satisfactory
Bengaluru,2017-03-29,41.83,2.7,23.82,0.0,0.32,3.28,52.94,112.0,Moderate
Bengaluru,2017-03-30,46.83,3.32,27.69,0.0,0.14,2.48,47.33,90.0,Satisfactory
Bengaluru,2017-03-31,55.9,5.13,37.77,0.0,0.26,2.53,53.42,112.0,Moderate
Bengaluru,2017-04-01,51.65,5.59,37.78,0.0,0.51,2.79,61.72,124.0,Moderate
Bengaluru,2017-04-02,32.61,5.32,30.53,0.0,0.48,2.59,66.27,113.0,Moderate
Bengaluru,2017-04-03,39.37,9.79,41.21,0.0,0.68,2.79,68.42,117.0,Moderate
Bengaluru,2017-04-04,36.85,3.61,25.76,0.0,0.54,2.3,72.54,120.0,Moderate
Bengaluru,2017-04-05,29.5,3.71,20.83,0.0,0.44,2.0,69.06,94.0,Satisfactory
Bengaluru,2017-04-06,29.52,6.17,19.83,0.0,0.33,2.28,66.84,110.0,Moderate
Bengaluru,2017-04-07,31.08,5.33,24.61,0.0,0.46,2.65,68.4,94.0,Satisfactory
Bengaluru,2017-04-08,36.66,7.3,34.42,0.0,0.68,2.8,45.04,82.0,Satisfactory
Bengaluru,2017-04-09,29.29,7.08,28.32,0.0,0.48,2.54,37.96,75.0,Satisfactory
Bengaluru,2017-04-10,43.0,8.28,34.64,0.0,0.74,3.03,60.0,99.0,Satisfactory
Bengaluru,2017-04-11,31.18,7.17,34.13,0.0,0.44,2.39,60.0,99.0,Satisfactory
Bengaluru,2017-04-12,50.84,6.35,27.24,0.0,0.61,9.91,17.79,78.0,Satisfactory
Bengaluru,2017-04-13,50.54,7.07,37.62,0.0,0.56,4.26,75.93,108.0,Moderate
Bengaluru,2017-04-14,51.33,6.96,39.64,0.0,0.55,5.03,63.27,107.0,Moderate
Bengaluru,2017-04-15,35.01,9.78,45.01,0.0,0.69,6.77,60.39,106.0,Moderate
Bengaluru,2017-04-16,29.02,5.34,32.75,0.0,0.44,8.21,66.23,105.0,Moderate
Bengaluru,2017-04-17,34.86,5.28,27.93,0.0,0.44,5.81,83.69,86.0,Satisfactory
Bengaluru,2017-04-18,38.46,4.73,24.41,0.0,0.44,5.07,91.3,77.0,Satisfactory
Bengaluru,2017-04-19,38.13,6.11,25.49,0.0,0.52,4.74,81.46,92.0,Satisfactory
Bengaluru,2017-04-20,29.75,5.45,24.78,0.0,0.43,4.71,47.22,81.0,Satisfactory
Bengaluru,2017-04-21,21.53,4.21,24.41,0.0,0.47,4.71,54.16,75.0,Satisfactory
Bengaluru,2017-04-22,25.46,4.85,22.79,0.0,0.45,4.83,24.41,64.0,Satisfactory
Bengaluru,2017-04-23,28.49,2.67,23.6,0.0,0.08,3.68,7.03,50.0,Good
Bengaluru,2017-04-24,34.85,2.65,32.57,0.0,0.0,3.49,21.33,59.0,Satisfactory
Bengaluru,2017-04-25,29.88,3.54,31.4,0.0,0.19,3.52,27.0,66.0,Satisfactory
Bengaluru,2017-04-26,33.95,4.52,42.65,0.0,0.7,3.86,48.16,92.0,Satisfactory
Bengaluru,2017-04-27,40.01,7.39,38.94,0.0,0.67,5.61,27.84,87.0,Satisfactory
Bengaluru,2017-04-28,62.07,4.72,32.77,0.0,0.49,4.4,61.69,96.0,Satisfactory
Bengaluru,2017-04-29,38.44,8.49,39.84,0.0,0.44,5.15,43.66,139.0,Moderate
Bengaluru,2017-04-30,13.3,9.57,45.34,0.0,0.46,5.04,22.75,65.0,Satisfactory
Bengaluru,2017-05-01,20.32,6.21,31.84,0.0,0.39,4.82,39.36,77.0,Satisfactory
Bengaluru,2017-05-02,24.2,8.2,41.08,0.0,0.35,4.88,24.89,60.0,Satisfactory
Bengaluru,2017-05-03,66.24,10.17,35.96,0.0,0.48,6.26,30.46,84.0,Satisfactory
Bengaluru,2017-05-04,42.2,12.03,43.35,0.0,0.47,5.54,17.45,94.0,Satisfactory
Bengaluru,2017-05-05,28.27,8.55,42.47,0.0,0.62,5.76,6.19,80.0,Satisfactory
Bengaluru,2017-05-06,40.02,7.67,37.46,0.0,0.49,5.88,30.46,89.0,Satisfactory
Bengaluru,2017-05-07,30.26,6.46,29.37,0.0,0.4,5.31,29.52,98.0,Satisfactory
Bengaluru,2017-05-08,27.66,6.67,31.17,0.0,0.43,4.16,52.55,82.0,Satisfactory
Bengaluru,2017-05-09,32.01,4.81,31.86,0.0,0.23,3.67,33.71,69.0,Satisfactory
Bengaluru,2017-05-10,23.19,4.28,32.79,0.0,0.18,2.54,25.26,41.0,Good
Bengaluru,2017-05-11,28.52,5.81,39.12,0.0,0.42,8.55,36.74,53.0,Satisfactory
Bengaluru,2017-05-12,50.58,5.9,23.23,0.0,0.52,15.38,10.9,68.0,Satisfactory
Bengaluru,2017-05-13,120.56,6.92,26.63,0.0,0.49,8.45,18.96,156.0,Moderate
Bengaluru,2017-05-14,25.22,6.26,30.63,0.0,0.54,3.65,16.82,101.0,Moderate
Bengaluru,2017-05-15,14.94,5.02,26.57,0.0,0.52,3.52,38.46,52.0,Satisfactory
Bengaluru,2017-05-16,19.1,3.8,29.5,0.0,0.36,3.83,34.53,56.0,Satisfactory
Bengaluru,2017-05-17,22.93,3.62,26.74,0.0,0.38,3.73,45.09,67.0,Satisfactory
Bengaluru,2017-05-18,36.58,4.78,27.92,0.0,0.66,3.32,13.13,70.0,Satisfactory
Bengaluru,2017-05-19,20.87,5.6,32.01,0.0,0.56,3.49,21.6,64.0,Satisfactory
Bengaluru,2017-05-20,17.43,9.54,37.75,0.0,0.37,3.49,21.87,50.0,Good
Bengaluru,2017-05-21,12.53,8.01,34.15,0.0,0.37,3.51,23.31,59.0,Satisfactory
Bengaluru,2017-05-22,16.58,8.33,33.06,0.0,0.33,2.99,13.76,44.0,Good
Bengaluru,2017-05-23,25.83,8.79,37.11,0.0,0.41,3.57,20.05,58.0,Satisfactory
Bengaluru,2017-05-24,19.58,5.7,30.27,0.0,0.33,3.77,26.67,62.0,Satisfactory
Bengaluru,2017-05-25,21.39,6.42,29.53,0.0,0.38,3.75,16.72,57.0,Satisfactory
Bengaluru,2017-05-26,24.85,6.67,26.78,0.0,0.41,3.65,11.46,66.0,Satisfactory
Bengaluru,2017-05-27,18.21,7.45,29.32,0.0,0.42,3.6,18.34,47.0,Good
Bengaluru,2017-05-28,19.75,6.48,25.4,0.0,0.28,3.66,12.12,41.0,Good
Bengaluru,2017-05-29,21.08,6.93,26.89,0.0,0.34,3.32,9.02,43.0,Good
Bengaluru,2017-05-30,23.2,4.93,25.22,0.0,0.26,3.33,9.85,46.0,Good
Bengaluru,2017-05-31,22.87,4.43,27.67,0.0,0.17,3.09,9.92,42.0,Good
Bengaluru,2017-06-01,22.79,5.31,31.62,0.0,0.68,4.57,10.13,54.0,Satisfactory
Bengaluru,2017-06-02,20.19,5.35,32.25,0.0,0.35,3.89,8.69,52.0,Satisfactory
Bengaluru,2017-06-03,20.98,7.0,33.91,0.0,0.3,3.08,8.19,42.0,Good
Bengaluru,2017-06-04,13.39,4.09,24.89,19.43,0.915,1.33,7.55,28.0,Good
Bengaluru,2017-06-05,21.81,4.91,31.17,0.0,0.98,4.21,8.38,29.0,Good
Bengaluru,2017-06-06,22.93,4.85,30.17,0.0,0.85,3.86,7.92,54.0,Satisfactory
Bengaluru,2017-06-07,22.94,7.4,27.88,0.0,0.53,4.37,10.29,47.0,Good
Bengaluru,2017-06-08,20.75,3.35,25.47,0.0,0.59,4.56,14.64,51.0,Satisfactory
Bengaluru,2017-06-09,23.65,5.32,27.84,0.0,0.65,4.59,19.12,55.0,Satisfactory
Bengaluru,2017-06-10,19.78,7.02,31.35,0.0,0.61,4.87,19.88,54.0,Satisfactory
Bengaluru,2017-06-11,16.51,7.41,30.97,0.0,0.54,4.72,19.08,51.0,Satisfactory
Bengaluru,2017-06-12,19.12,7.04,28.24,0.0,0.58,4.79,19.47,45.0,Good
Bengaluru,2017-06-13,21.6,6.02,28.56,0.0,0.8,4.33,19.68,44.0,Good
Bengaluru,2017-06-14,19.77,6.27,29.47,0.0,0.63,4.24,21.06,59.0,Satisfactory
Bengaluru,2017-06-15,24.56,7.97,31.52,0.0,0.87,4.74,20.85,76.0,Satisfactory
Bengaluru,2017-06-16,24.66,9.56,31.25,0.0,0.62,5.71,18.43,65.0,Satisfactory
Bengaluru,2017-06-17,24.18,7.17,30.54,0.0,0.56,4.36,20.06,60.0,Satisfactory
Bengaluru,2017-06-18,17.82,3.68,26.38,0.0,0.63,5.21,9.1,57.0,Satisfactory
Bengaluru,2017-06-19,16.61,4.02,25.73,0.0,0.58,4.74,10.17,50.0,Good
Bengaluru,2017-06-20,24.03,3.55,25.75,0.0,0.61,6.85,7.75,53.0,Satisfactory
Bengaluru,2017-06-21,19.58,3.13,30.5,0.0,0.6,7.44,13.04,70.0,Satisfactory
